code,date,tas,pre,etp,qhmobs
3001,198501,-2.48787641525269,108.98095703125,12.3687629699707,33.804
3001,198502,4.6527533531189,107.144111633301,28.2409610748291,49.148
3001,198503,2.30034828186035,76.7871856689453,34.9603576660156,34.8411
3001,198504,6.91348838806152,81.4468841552734,61.6454925537109,26.8933
3001,198505,7.98184585571289,81.4963607788086,69.6400299072266,26.0337
3001,198506,15.5364799499512,26.0071468353271,102.432083129883,16.1467
3001,198507,20.0116863250732,22.2882862091064,148.980834960938,11.8952
3001,198508,18.1459789276123,1.26084756851196,111.735054016113,10.5016
3001,198509,15.8454465866089,11.6080942153931,82.0478668212891,9.6121
3001,198510,10.0698709487915,13.175271987915,48.6658363342285,3.0123
3001,198511,3.20738220214844,83.4934692382812,17.8992557525635,3.018
3001,198512,1.84142220020294,114.113998413086,15.1879634857178,4.591
3001,198601,0.591134607791901,85.2540817260742,15.074197769165,6.392
3001,198602,-1.11459279060364,132.766143798828,18.4686183929443,55.486
3001,198603,3.56451487541199,42.1714553833008,39.0196113586426,40.0561
3001,198604,2.59060788154602,115.45182800293,42.4962463378906,9.6593
3001,198605,12.2635402679443,46.5021934509277,92.4387359619141,8.2737
3001,198606,15.0483455657959,76.341178894043,106.247650146484,8.6317
3001,198607,18.4021911621094,32.6198272705078,147.127807617188,5.7172
3001,198608,17.52907371521,8.59818840026855,104.295188903809,5.6516
3001,198609,14.8021564483643,59.148307800293,66.4025268554688,4.7751
3001,198610,9.32841396331787,50.6878204345703,39.8832206726074,5.4493
3001,198611,3.73002147674561,42.670768737793,22.2861442565918,3.932
3001,198612,0.483005821704865,47.971321105957,14.6746168136597,4.196
3001,198701,-1.07776534557343,132.491592407227,14.6214685440063,16.654
3001,198702,0.744121849536896,73.6485137939453,21.4968776702881,27.105
3001,198703,4.81581687927246,15.3614635467529,42.1713638305664,13.4191
3001,198704,7.87539052963257,96.7806777954102,62.3750381469727,26.6423
3001,198705,9.98245048522949,64.2348175048828,85.995361328125,8.8667
3001,198706,14.8238916397095,28.5950393676758,105.271499633789,7.0907
3001,198707,17.5310840606689,73.7844314575195,128.929122924805,7.3802
3001,198708,19.2934608459473,5.10449171066284,106.902114868164,5.8816
3001,198709,16.9018516540527,14.9697523117065,80.0368728637695,4.5961
3001,198710,9.06544399261475,167.350997924805,34.6853790283203,8.3233
3001,198711,3.47032165527344,59.7276306152344,18.8421592712402,6.116
3001,198712,3.6620991230011,118.097068786621,16.8382377624512,18.205
3001,198801,2.07682490348816,146.153121948242,13.8697204589844,27.973
3001,198802,1.3316822052002,31.8483829498291,24.4377269744873,20.595
3001,198803,4.49729681015015,12.4531412124634,43.2528686523438,7.0031
3001,198804,5.79928731918335,153.1064453125,51.4357109069824,13.2753
3001,198805,9.11917018890381,108.211158752441,68.5012512207031,26.2187
3001,198806,11.7271642684937,216.817016601562,79.7913360595703,22.3907
3001,198807,18.0312442779541,14.2764921188354,139.538848876953,17.0932
3001,198808,18.4097900390625,13.6232166290283,106.77864074707,6.9196
3001,198809,14.4209718704224,17.1444282531738,76.0297622680664,4.2871
3001,198810,9.93472671508789,67.313346862793,45.9316711425781,5.0093
3001,198811,4.47222280502319,73.1758880615234,22.7203063964844,4.636
3001,198812,1.10414361953735,22.2189922332764,18.1375408172607,5.212
3001,198901,0.572582602500916,13.9875249862671,19.2858600616455,3.021
3001,198902,1.83680784702301,132.256225585938,26.9652900695801,9.72
3001,198903,6.18147230148315,59.4341697692871,46.9582710266113,25.5861
3001,198904,3.98581004142761,123.908149719238,46.9130897521973,30.8953
3001,198905,11.0041103363037,106.873596191406,86.1797943115234,16.6557
3001,198906,14.1448698043823,59.5911026000977,97.6336441040039,18.8747
3001,198907,19.2444591522217,43.6514434814453,152.042510986328,8.8312
3001,198908,19.0061149597168,38.2045402526855,104.889854431152,7.3436
3001,198909,12.9311809539795,54.2435035705566,64.9872817993164,5.9421
3001,198910,10.1684865951538,22.3444232940674,47.7476539611816,3.7243
3001,198911,5.30033445358276,118.323234558105,17.9221954345703,4.481
3001,198912,4.1616039276123,172.852142333984,14.036226272583,22.795
3001,199001,0.638354063034058,43.5173034667969,15.8791875839233,9.643
3001,199002,4.85658359527588,13.3845510482788,33.4123268127441,9.259
3001,199003,3.72908854484558,22.2084064483643,40.6615829467773,6.2801
3001,199004,4.60361862182617,63.587028503418,51.4375915527344,5.8223
3001,199005,11.9034395217896,27.3397617340088,84.0250244140625,5.1587
3001,199006,15.2402229309082,27.3657512664795,101.809387207031,4.0387
3001,199007,19.4125289916992,15.9369010925293,149.661666870117,4.3492
3001,199008,18.3030776977539,43.6896057128906,105.364059448242,4.3736
3001,199009,16.3450164794922,52.8030052185059,76.0831298828125,3.6461
3001,199010,9.38154315948486,172.519027709961,35.6877174377441,7.6223
3001,199011,3.35736918449402,74.8970336914062,19.4792194366455,11.114
3001,199012,-1.10621333122253,58.8753929138184,13.6089639663696,9.278
3001,199101,0.3253433406353,23.8269786834717,14.881236076355,11.26
3001,199102,-0.824948132038116,85.3117980957031,20.1501541137695,9.723
3001,199103,4.62771892547607,99.1432342529297,33.0623168945312,31.1061
3001,199104,4.59020757675171,133.089385986328,50.0826530456543,28.5183
3001,199105,7.6121973991394,56.0924873352051,69.9893951416016,11.6847
3001,199106,14.2393131256104,27.1632843017578,94.2668685913086,7.5357
3001,199107,17.8966827392578,51.7116355895996,141.05859375,6.5732
3001,199108,19.0903453826904,16.7561206817627,107.169540405273,5.3116
3001,199109,14.396297454834,129.639434814453,67.2973937988281,5.4381
3001,199110,6.39017772674561,90.7018280029297,33.0698623657227,8.2873
3001,199111,2.91019940376282,76.5097427368164,19.0570487976074,8.465
3001,199112,2.12155055999756,43.6911354064941,15.2843656539917,10.782
3001,199201,-1.42033874988556,12.7209072113037,16.2985515594482,6.074
3001,199202,1.10499215126038,29.7530288696289,27.9976100921631,4.912
3001,199203,3.60682988166809,51.7640419006348,37.8143196105957,5.5081
3001,199204,5.98847150802612,81.4509506225586,56.4805946350098,21.2733
