code,date,tas,pre,etp,qmmobs,qhmobs
3001,198507,20.0116863250732,22.2882862091064,148.980834960938,29.5922063259014,11.8952
3001,198508,18.1459789276123,1.26084756851196,111.735054016113,26.1252870024956,10.5016
3001,198509,15.8454465866089,11.6080942153931,82.0478668212891,23.9124391708586,9.6121
3001,198510,10.0698709487915,13.175271987915,48.6658363342285,7.49382970572271,3.0123
3001,198511,3.20738220214844,83.4934692382812,17.8992557525635,7.50800984359829,3.018
3001,198512,1.84142220020294,114.113998413086,15.1879634857178,11.4212303485619,4.591
3001,198601,0.591134607791901,85.2540817260742,15.074197769165,15.9016563685488,6.392
3001,198602,-1.11459279060364,132.766143798828,18.4686183929443,138.034935116599,55.486
3001,198603,3.56451487541199,42.1714553833008,39.0196113586426,99.6493018873948,40.0561
3001,198604,2.59060788154602,115.45182800293,42.4962463378906,24.0298606634423,9.6593
3001,198605,12.2635402679443,46.5021934509277,92.4387359619141,20.5828432879321,8.2737
3001,198606,15.0483455657959,76.341178894043,106.247650146484,21.4734554562582,8.6317
3001,198607,18.4021911621094,32.6198272705078,147.127807617188,14.2229270635587,5.7172
3001,198608,17.52907371521,8.59818840026855,104.295188903809,14.0597310908151,5.6516
3001,198609,14.8021564483643,59.148307800293,66.4025268554688,11.8792239245084,4.7751
3001,198610,9.32841396331787,50.6878204345703,39.8832206726074,13.5564605834063,5.4493
3001,198611,3.73002147674561,42.670768737793,22.2861442565918,9.7818073906655,3.932
3001,198612,0.483005821704865,47.971321105957,14.6746168136597,10.4385716712188,4.196
3001,198701,-1.07776534557343,132.491592407227,14.6214685440063,41.4308800315725,16.654
3001,198702,0.744121849536896,73.6485137939453,21.4968776702881,67.4302872136288,27.105
3001,198703,4.81581687927246,15.3614635467529,42.1713638305664,33.383278625656,13.4191
3001,198704,7.87539052963257,96.7806777954102,62.3750381469727,66.2792083022196,26.6423
3001,198705,9.98245048522949,64.2348175048828,85.995361328125,22.0580751756902,8.8667
3001,198706,14.8238916397095,28.5950393676758,105.271499633789,17.6398427428769,7.0907
3001,198707,17.5310840606689,73.7844314575195,128.929122924805,18.3600444823473,7.3802
3001,198708,19.2934608459473,5.10449171066284,106.902114868164,14.6319120928124,5.8816
3001,198709,16.9018516540527,14.9697523117065,80.0368728637695,11.4339178403453,4.5961
3001,198710,9.06544399261475,167.350997924805,34.6853790283203,20.7062353648846,8.3233
3001,198711,3.47032165527344,59.7276306152344,18.8421592712402,15.2150391661521,6.116
3001,198712,3.6620991230011,118.097068786621,16.8382377624512,45.2893701798234,18.205
3001,198801,2.07682490348816,146.153121948242,13.8697204589844,69.5896485602966,27.973
3001,198802,1.3316822052002,31.8483829498291,24.4377269744873,51.2350771136205,20.595
3001,198803,4.49729681015015,12.4531412124634,43.2528686523438,17.4219164134205,7.0031
3001,198804,5.79928731918335,153.1064453125,51.4357109069824,33.0255411122334,13.2753
