date,tas,pre,etp,qmmobs,snt,rt,mt,spt,Wi,Yi,Swi,eti,Rgi,Roi,Sgi,Qgi,Qbi,Qmmsim
1993-12-01,4.6135,32.7783,12.1911,21.3212779143199,0,32.7783,1.5332399197016162e-41,1.1614724578810455e-42,399.8408995978041,374.30934197329583,364.6048265466721,9.704515426623743,8.522244034996142,17.00931358951211,54.1377999359609,6.88497753601236,6.88497753601236,23.89429112552447
1994-01-01,2.5368,90.6074,12.5238,44.231096279447,0,90.6074,1.0240100598281603e-42,1.3746239805288514e-43,455.21222654667207,407.35878263760395,396.51305921496873,10.845723422635217,15.973123649792711,31.880320259275408,62.20056365271559,7.910359933038026,7.910359933038026,39.79068019231343
1994-02-01,3.9049,75.4345,21.3462,32.3376613040899,0,75.4345,1.259063266446376e-43,1.1556071408247534e-44,471.94755921496875,414.81648690484104,396.1690533257036,18.64743357913744,19.069927004396646,38.06114530573106,72.10103745134968,9.169453205762553,9.169453205762553,47.23059851149361
1994-03-01,9.184,14.7342,50.7273,31.4969227315202,0,14.7342,1.1296515875433627e-44,2.5955553281390707e-46,410.9032533257036,381.880929688329,342.3403627753564,39.540566912972565,9.687435766273854,19.334887871100744,72.56057792775879,9.227895289864746,9.227895289864746,28.562783160965488
1994-04-01,7.4233,44.0004,57.9794,27.0624268198328,0,44.0004,2.505017997123796e-46,9.053733101527472e-48,386.34076277535644,364.51076572265373,321.70224080499264,42.80852491766109,7.286690647804227,14.543306404898482,70.8383923291944,9.008876246368601,9.008876246368601,23.55218265126708
1994-05-01,12.8282,64.4902,79.6491,27.0901231856934,0,64.4902,8.971969604744535e-48,8.176349678293663e-50,386.19244080499266,364.39996114489566,306.9331951423026,57.46676600259303,7.274167621201428,14.518312038895573,69.29940455467663,8.813155395719216,8.813155395719216,23.331467434614787
1994-06-01,17.7914,17.0325,106.9606,21.2492673630822,0,17.0325,8.155000286182285e-50,2.1349392111378628e-52,323.9656951423026,313.31357647835705,248.82101116653692,64.49256531182013,3.555597981093777,7.096520682851767,64.63503817778488,8.219964357985534,8.219964357985534,15.3164850408373
1994-07-01,24.1258,8.0148,124.4412,19.5653283187551,0,8.0148,2.1337952255307485e-52,1.1439856071143195e-55,256.8358111665369,251.940607449938,192.68500524132088,59.25560220861712,1.6339825907773875,3.2612211258215407,58.79212872551096,7.476892043051314,7.476892043051314,10.738113168872854
1994-08-01,22.773,6.3069,108.9044,13.8611079010565,0,6.3069,1.1431259148317632e-55,8.596922825563747e-59,198.9919052413209,196.62685386873233,155.5004632984835,41.126390570248816,0.7894365572570724,1.5756148153314948,52.859194464417165,6.722370818350869,6.722370818350869,8.297985633682364
1994-09-01,14.4571,28.9779,60.6647,12.4104338047557,0,28.9779,8.54525640707871e-59,5.1666418485037406e-61,184.47836329848352,182.54197530172044,160.17458509443645,22.36739020728399,0.6463519107432473,1.2900360860198266,47.468710621261145,6.036835753899269,6.036835753899269,7.326871839919096
1994-10-01,10.865,124.894,33.45,13.7890973498188,0,124.894,5.0904155276990686e-61,7.622632080467207e-63,285.06858509443646,278.25215019880227,258.90265781168176,19.349492387120506,2.2752752684973276,4.541159627136861,44.13155329342178,5.612432596336689,5.612432596336689,10.153592223473549
1994-11-01,7.865,92.1519,21.2891,26.0419696065673,0,92.1519,7.384541376346258e-63,2.38090704120949e-64,351.0545578116818,336.52894479205554,321.4403525061052,15.088592285950313,4.848541586524384,9.677071433101851,43.45384932163696,5.526245558309207,5.526245558309207,15.203316991411057
1994-12-01,3.7975,45.5025,12.3764,18.3700762631692,0,45.5025,2.1753036546765464e-64,2.056033865329437e-65,366.9428525061052,349.5020706984416,340.30481910328564,9.19725159515599,5.821603245363807,11.61917856229979,43.7158828775277,5.559569689473074,5.559569689473074,17.178748251772866
1995-01-01,3.0092,66.8341,13.6265,27.6514362004691,0,66.8341,1.8398058643325495e-65,2.1622800099688744e-66,407.1389191032856,379.3536007574613,368.3771906197163,10.976410137745006,9.27453260062235,18.510785745201943,47.011700065555324,5.978715412594726,5.978715412594726,24.489501157796667
1995-02-01,5.819,65.2678,24.1183,35.1097597893418,0,65.2678,2.0496368838620663e-66,1.1264312610680815e-67,433.6449906197163,395.98065210836904,375.9277752027478,20.052876905621247,12.572076053138444,25.092262458208797,52.86115585978456,6.722620258909217,6.722620258909217,31.814882717118014
1995-03-01,6.2853,26.4829,45.1682,20.8344373499695,0,26.4829,1.0742077020940731e-67,5.222355897400839e-69,402.4106752027478,376.1067567932152,341.2270058585357,34.87975093467952,8.780052320328505,17.523866089204123,54.68645536166493,6.954752818448142,6.954752818448142,24.478618907652265
1995-04-01,9.5613,27.2374,65.2798,16.4824150610671,0,27.2374,5.115617864555179e-69,1.067380328456601e-70,368.46440585853566,350.71458985739014,304.69543809108285,46.01915176630729,5.9247565605960535,11.825059440549465,53.77266982694398,6.838542095317006,6.838542095317006,18.66360153586647
1995-05-01,13.6779,58.7619,78.7312,15.2176143534311,0,58.7619,1.059585792076664e-70,7.794536379936977e-73,363.4573380910829,346.7038155230118,292.6059256527506,54.09788987026121,5.592201222923494,11.161321345147554,52.666949051899934,6.697921997967546,6.697921997967546,17.8592433431151
1995-06-01,17.0767,70.4198,93.7148,14.2236225564325,0,70.4198,7.770202089840281e-73,2.4334290096696554e-75,363.0257256527506,346.35534798307117,283.0251049483215,63.330243034749685,5.564448074260213,11.10592959541924,51.66136085915536,6.5700362670047925,6.5700362670047925,17.675965862424032
1995-07-01,21.5644,6.1787,117.4214,14.8021688655214,0,6.1787,2.430955171470486e-75,2.4738381991696034e-78,289.2038049483215,282.0535899467278,219.0031718442331,63.05041810249472,2.3866885852580326,4.763526416335632,47.95000504679515,6.0980443976182475,6.0980443976182475,10.861570813953879
1995-08-01,19.5736,34.4006,94.7737,13.5767585448872,0,34.4006,2.4697011988971382e-78,4.137000272465202e-81,253.4037718442331,248.7051467133254,202.76683944456255,45.938307268762856,1.5683661209969844,3.1302590099107017,43.93139385810223,5.586977309689907,5.586977309689907,8.717236319600609
1995-09-01,13.6963,20.0306,53.4922,11.5684642825921,0,20.0306,4.1069285180573187e-81,3.00717544078832e-83,222.79743944456254,219.57148633899044,195.6675126212347,23.903973717755747,1.076799152463329,2.1491539531087738,39.93008266141643,5.07811034914914,5.07811034914914,7.227264302257915
1995-10-01,13.047,14.008,41.2374,9.757737430103,0,14.008,2.981463600203634e-83,2.571184058468613e-85,209.6755126212347,206.95041464280135,189.35507341776793,17.595341225033422,0.9096174363130339,1.8154805421203197,36.23190560854073,4.6077944891887395,4.6077944891887395,6.423275031309059
1995-11-01,8.0922,100.7338,19.1519,12.3427315770963,0,100.7338,2.4953086214999776e-85,7.587543696863545e-87,290.0888734177679,282.86524052438915,271.4297930003801,11.435447524009078,2.4111949314641414,4.812437961914608,34.283140371656316,4.359960168348549,4.359960168348549,9.172398130263158
1995-12-01,5.0916,220.408,10.2116,63.7490330388405,0,220.408,7.113437892947301e-87,4.7410580391624377e-88,491.8377930003801,422.20829182870773,413.0198194214284,9.188472407279335,23.241809596858495,46.387691574813864,51.03461955909741,6.490330409417405,6.490330409417405,52.87802198423127
1996-01-01,4.6115,161.1406,11.2017,137.858353333952,0,161.1406,4.407033220072976e-88,3.3402481908946155e-89,574.1604194214284,440.3780659419094,429.8760928690853,10.501973072824114,44.655554537500926,89.12679894201806,84.89380057238799,10.79637352421034,10.79637352421034,99.9231724662284
1996-02-01,2.7482,83.2891,20.4908,75.8861960337712,0,83.2891,2.9652753064014727e-89,3.749728844931428e-90,513.1651928690853,428.57116437823163,410.06051835896255,18.510646019269075,28.23685751199275,56.35717097886096,100.36653832757366,12.76411975680709,12.76411975680709,69.12129073566805
1996-03-01,5.2357,61.4305,36.7193,30.0874854466119,0,61.4305,3.5237189205184793e-90,2.260099244129489e-91,471.49101835896255,414.62855279686727,383.08735990087933,31.541192895987933,18.9802680697619,37.88219749233338,105.88134128608488,13.46546511125071,13.46546511125071,51.34766260358409
1996-04-01,8.619,40.7003,59.2488,37.1168231020431,0,40.7003,2.2016343119891628e-91,5.8464932140326325e-93,423.78765990087936,390.1238016361949,343.36678969695095,46.75701193924397,11.236745501800861,22.42711276288359,103.90407998582427,13.214006802061492,13.214006802061492,35.64111956494508
1996-05-01,11.3665,117.5348,67.9238,44.541911051883,0,117.5348,5.770401207974702e-93,7.609200605793039e-95,460.90158969695096,410.02685980205564,354.20134794739585,55.825511854659794,16.981606439969884,33.893123454925444,107.24659509060729,13.63909133518687,13.63909133518687,47.53221479011231
1996-06-01,16.5038,52.4939,96.2865,24.0189039491466,0,52.4939,7.581786563617477e-95,2.741404217556219e-97,406.69524794739584,379.0523222595483,308.0318787640136,71.02044349553472,9.227002990485882,18.415922697361655,103.33230659046632,13.141291490626864,13.141291490626864,31.55721418798852
1996-07-01,20.7002,16.841,111.6937,22.1632474364835,0,16.841,2.737945136202193e-97,3.4590813540261884e-100,324.8728787640136,314.1097253415105,246.92215234698637,67.18757299452415,3.5926605576396695,7.1704928648634105,94.86101287805195,12.06395427005404,12.06395427005404,19.234447134917453
1996-08-01,20.472,64.7413,92.5464,18.8273740372682,0,64.7413,3.45446045478369e-100,4.620899242498489e-103,311.66345234698633,302.40915366823714,247.73728092250195,54.671872745735186,3.089016066819856,6.165282611929338,86.89868423597298,11.051344708898839,11.051344708898839,17.216627320828177
1996-09-01,15.3582,43.409,57.0581,16.8849355782418,0,43.409,4.59873003716945e-103,2.216920532903824e-105,291.14628092250194,283.8339970680073,250.9980101859944,32.83598688201292,2.440785962911488,4.87149789158315,79.25962344525104,10.079846753633436,10.079846753633436,14.951344645216587
1996-10-01,11.4117,26.0037,38.0057,15.6798359259054,0,26.0037,2.1883915768243583e-105,2.852895607946567e-107,277.0017101859944,270.7948122091218,249.5026498501763,21.29216235894549,2.07181637866291,4.135081598209687,72.15510994583899,9.176329878074974,9.176329878074974,13.311411476284661
1996-11-01,5.3006,133.7067,16.8106,24.8399473282154,0,133.7067,2.6837087341047273e-107,1.6918687384183983e-108,383.2093498501763,362.1577053031237,349.2742882923807,12.883417010743017,7.026882370692554,14.024762176360051,70.24817676533988,8.933815551191662,8.933815551191662,22.958577727551713
1996-12-01,3.0994,204.8171,9.1556,94.4809205978101,0,204.8171,1.5179067380430918e-108,1.7396200037530657e-109,554.0913882923807,437.3044249664931,428.761908563735,8.54251640275811,38.98261971349379,77.80434361239375,96.90668389082647,12.3241125880072,12.3241125880072,90.12845620040095
1997-01-01,3.0781,176.5313,11.5082,172.925029887511,0,176.5313,1.5597930115406875e-109,1.798269922123782e-110,605.293208563735,444.0812154620292,433.2047380364197,10.876477425609494,53.81136422566043,107.40062887604536,133.7130801595591,17.004967956927825,17.004967956927825,124.40559683297319
